image,video,subject,exercise,split,frame
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_018_squat_good_front_frame_000190.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_018_squat_good_front.mp4,018,squat,train,190
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_018_squat_good_front_frame_000225.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_018_squat_good_front.mp4,018,squat,train,225
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_018_squat_good_front_frame_000261.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_018_squat_good_front.mp4,018,squat,train,261
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_018_squat_good_front_frame_000296.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_018_squat_good_front.mp4,018,squat,train,296
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_018_squat_good_front_frame_000332.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_018_squat_good_front.mp4,018,squat,train,332
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_018_squat_good_front_frame_000367.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_018_squat_good_front.mp4,018,squat,train,367
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_018_squat_good_front_frame_000403.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_018_squat_good_front.mp4,018,squat,train,403
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_018_squat_good_front_frame_000439.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_018_squat_good_front.mp4,018,squat,train,439
C:\GymProject\prepared\exercise_type_v1\val\squat\subject_019_squat_good_front_frame_000027.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,val,27
C:\GymProject\prepared\exercise_type_v1\val\squat\subject_019_squat_good_front_frame_000046.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,val,46
C:\GymProject\prepared\exercise_type_v1\val\squat\subject_019_squat_good_front_frame_000066.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,val,66
C:\GymProject\prepared\exercise_type_v1\val\squat\subject_019_squat_good_front_frame_000086.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,val,86
C:\GymProject\prepared\exercise_type_v1\val\squat\subject_019_squat_good_front_frame_000106.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,val,106
C:\GymProject\prepared\exercise_type_v1\val\squat\subject_019_squat_good_front_frame_000126.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,val,126
C:\GymProject\prepared\exercise_type_v1\val\squat\subject_019_squat_good_front_frame_000145.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,val,145
C:\GymProject\prepared\exercise_type_v1\val\squat\subject_019_squat_good_front_frame_000165.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,val,165
C:\GymProject\prepared\exercise_type_v1\val\squat\subject_019_squat_good_front_frame_000185.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,val,185
C:\GymProject\prepared\exercise_type_v1\val\squat\subject_019_squat_good_front_frame_000205.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,val,205
C:\GymProject\prepared\exercise_type_v1\val\squat\subject_019_squat_good_front_frame_000225.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,val,225
C:\GymProject\prepared\exercise_type_v1\val\squat\subject_019_squat_good_front_frame_000245.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,val,245
C:\GymProject\prepared\exercise_type_v1\test\squat\subject_020_squat_good_front_frame_000046.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,test,46
C:\GymProject\prepared\exercise_type_v1\test\squat\subject_020_squat_good_front_frame_000080.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,test,80
C:\GymProject\prepared\exercise_type_v1\test\squat\subject_020_squat_good_front_frame_000114.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,test,114
C:\GymProject\prepared\exercise_type_v1\test\squat\subject_020_squat_good_front_frame_000148.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,test,148
C:\GymProject\prepared\exercise_type_v1\test\squat\subject_020_squat_good_front_frame_000182.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,test,182
C:\GymProject\prepared\exercise_type_v1\test\squat\subject_020_squat_good_front_frame_000216.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,test,216
C:\GymProject\prepared\exercise_type_v1\test\squat\subject_020_squat_good_front_frame_000250.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,test,250
C:\GymProject\prepared\exercise_type_v1\test\squat\subject_020_squat_good_front_frame_000284.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,test,284
C:\GymProject\prepared\exercise_type_v1\test\squat\subject_020_squat_good_front_frame_000318.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,test,318
C:\GymProject\prepared\exercise_type_v1\test\squat\subject_020_squat_good_front_frame_000352.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,test,352
C:\GymProject\prepared\exercise_type_v1\test\squat\subject_020_squat_good_front_frame_000386.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,test,386
C:\GymProject\prepared\exercise_type_v1\test\squat\subject_020_squat_good_front_frame_000420.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,test,420
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_021_squat_good_front_frame_000045.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,train,45
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_021_squat_good_front_frame_000078.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,train,78
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_021_squat_good_front_frame_000111.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,train,111
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_021_squat_good_front_frame_000144.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,train,144
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_021_squat_good_front_frame_000177.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,train,177
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_021_squat_good_front_frame_000210.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,train,210
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_021_squat_good_front_frame_000244.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,train,244
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_021_squat_good_front_frame_000277.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,train,277
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_021_squat_good_front_frame_000310.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,train,310
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_021_squat_good_front_frame_000343.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,train,343
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_021_squat_good_front_frame_000376.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,train,376
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_021_squat_good_front_frame_000410.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,train,410
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_022_squat_good_front_frame_000042.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,train,42
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_022_squat_good_front_frame_000073.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,train,73
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_022_squat_good_front_frame_000104.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,train,104
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_022_squat_good_front_frame_000135.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,train,135
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_022_squat_good_front_frame_000166.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,train,166
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_022_squat_good_front_frame_000197.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,train,197
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_022_squat_good_front_frame_000229.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,train,229
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_022_squat_good_front_frame_000260.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,train,260
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_022_squat_good_front_frame_000291.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,train,291
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_022_squat_good_front_frame_000322.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,train,322
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_022_squat_good_front_frame_000353.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,train,353
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_022_squat_good_front_frame_000385.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,train,385
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_023_squat_good_front_frame_000037.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,train,37
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_023_squat_good_front_frame_000063.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,train,63
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_023_squat_good_front_frame_000090.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,train,90
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_023_squat_good_front_frame_000117.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,train,117
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_023_squat_good_front_frame_000144.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,train,144
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_023_squat_good_front_frame_000171.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,train,171
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_023_squat_good_front_frame_000198.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,train,198
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_023_squat_good_front_frame_000225.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,train,225
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_023_squat_good_front_frame_000252.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,train,252
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_023_squat_good_front_frame_000279.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,train,279
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_023_squat_good_front_frame_000306.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,train,306
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_023_squat_good_front_frame_000333.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,train,333
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_024_squat_good_front_frame_000041.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,train,41
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_024_squat_good_front_frame_000071.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,train,71
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_024_squat_good_front_frame_000101.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,train,101
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_024_squat_good_front_frame_000131.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,train,131
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_024_squat_good_front_frame_000161.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,train,161
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_024_squat_good_front_frame_000191.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,train,191
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_024_squat_good_front_frame_000221.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,train,221
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_024_squat_good_front_frame_000251.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,train,251
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_024_squat_good_front_frame_000281.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,train,281
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_024_squat_good_front_frame_000311.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,train,311
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_024_squat_good_front_frame_000341.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,train,341
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_024_squat_good_front_frame_000371.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,train,371
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_026_squat_good_front_frame_000043.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,train,43
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_026_squat_good_front_frame_000074.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,train,74
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_026_squat_good_front_frame_000105.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,train,105
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_026_squat_good_front_frame_000136.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,train,136
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_026_squat_good_front_frame_000168.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,train,168
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_026_squat_good_front_frame_000199.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,train,199
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_026_squat_good_front_frame_000230.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,train,230
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_026_squat_good_front_frame_000261.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,train,261
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_026_squat_good_front_frame_000293.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,train,293
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_026_squat_good_front_frame_000324.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,train,324
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_026_squat_good_front_frame_000355.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,train,355
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_026_squat_good_front_frame_000387.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,train,387
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_001_squat_good_side_frame_000047.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,train,47
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_001_squat_good_side_frame_000081.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,train,81
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_001_squat_good_side_frame_000116.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,train,116
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_001_squat_good_side_frame_000151.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,train,151
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_001_squat_good_side_frame_000186.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,train,186
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_001_squat_good_side_frame_000221.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,train,221
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_001_squat_good_side_frame_000255.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,train,255
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_001_squat_good_side_frame_000290.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,train,290
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_001_squat_good_side_frame_000325.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,train,325
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_001_squat_good_side_frame_000360.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,train,360
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_001_squat_good_side_frame_000395.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,train,395
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_001_squat_good_side_frame_000430.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,train,430
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_002_squat_good_side_frame_000046.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,train,46
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_002_squat_good_side_frame_000079.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,train,79
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_002_squat_good_side_frame_000113.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,train,113
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_002_squat_good_side_frame_000147.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,train,147
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_002_squat_good_side_frame_000181.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,train,181
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_002_squat_good_side_frame_000215.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,train,215
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_002_squat_good_side_frame_000249.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,train,249
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_002_squat_good_side_frame_000283.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,train,283
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_002_squat_good_side_frame_000317.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,train,317
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_002_squat_good_side_frame_000351.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,train,351
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_002_squat_good_side_frame_000385.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,train,385
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_002_squat_good_side_frame_000419.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,train,419
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_003_squat_good_side_frame_000045.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,train,45
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_003_squat_good_side_frame_000078.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,train,78
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_003_squat_good_side_frame_000111.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,train,111
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_003_squat_good_side_frame_000144.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,train,144
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_003_squat_good_side_frame_000178.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,train,178
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_003_squat_good_side_frame_000211.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,train,211
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_003_squat_good_side_frame_000244.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,train,244
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_003_squat_good_side_frame_000277.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,train,277
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_003_squat_good_side_frame_000311.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,train,311
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_003_squat_good_side_frame_000344.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,train,344
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_003_squat_good_side_frame_000377.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,train,377
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_003_squat_good_side_frame_000411.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,train,411
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_004_squat_good_side_frame_000047.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_004_squat_good_side.mp4,004,squat,train,47
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_004_squat_good_side_frame_000081.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_004_squat_good_side.mp4,004,squat,train,81
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_004_squat_good_side_frame_000116.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_004_squat_good_side.mp4,004,squat,train,116
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_004_squat_good_side_frame_000150.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_004_squat_good_side.mp4,004,squat,train,150
C:\GymProject\prepared\exercise_type_v1\train\squat\subject_004_squat_good_side_frame_000185.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_004_squat_good_side.mp4,004,squat,train,185
